feat_id,file_id,seq_id,start,end,strand,type,introns,parent_ids,source,score,phase,name,protocluster_number,tool,a_stool,product,cutoff,neighbourhood,category,contig_edge,core_location,detection_rule,candidate_cluster_number,kind,protoclusters,detection_rules,label,subregion_number,rules,subregion_numbers,candidate_cluster_numbers,region_number,locus_tag.x,dbxref,function,transl_table,gene_kind,gene_functions,sec_met_domain,protein_id,note,a_s_tool,prepeptide,peptide,molecular_weight,core_sequence,leader_sequence,alternative_weights,predicted_class,leader_location,monoisotopic_mass,inference,ec_number,nrps_pks,a_s_domain,detection,database,evalue,protein_start,domain_id,protein_end,domain_subtype,specificity,estimated_length,gap_type,linkage_evidence,geom_id,cluster_id,cluster_n,locus_tag.y,cluster_label
cds-JNMMHGMF_48790,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,23228,23497,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48790,NA,NA,11,biosynthetic,"biosynthetic (rule-based-clusters)RRE-containing: Stand_Alone_Lasso_RRE,biosynthetic-additional(rule-based-clusters) PF05402","PF05402 (E-value: 4.8e-09, bitscore: 34.8,seeds: 461, tool: rule-based-clusters),Stand_Alone_Lasso_RRE (E-value: 1.8e-20,bitscore: 71.2, seeds: 25, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48790,cog_61,3,JNMMHGMF_48790,rare
cds-JNMMHGMF_48800,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,23827,24348,-,CDS,,,NA,NA,0,purE,NA,NA,NA,N5-carboxyaminoimidazole ribonucleotide mutase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48800,COG:COG0041,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WHM1",5.4.99.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48800,cog_33,4,JNMMHGMF_48800,rare
cds-JNMMHGMF_48810,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,24832,25983,-,CDS,,,NA,NA,0,purK,NA,NA,NA,N5-carboxyaminoimidazole ribonucleotide synthase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48810,COG:COG0026,NA,11,biosynthetic-additional,biosynthetic-additional(rule-based-clusters) ATP-grasp,"ATP-grasp (E-value: 6.9e-52, bitscore:173.9, seeds: 20, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WHL9",6.3.4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48810,cog_16,4,JNMMHGMF_48810,rare
cds-JNMMHGMF_48820,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,26313,27113,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48820,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48820,cog_55,3,JNMMHGMF_48820,rare
cds-JNMMHGMF_48830,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,27476,29818,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48830,NA,NA,11,regulatory,"regulatory (smcogs) SMCOG1032:RNApolymerase, sigma-24 subunit, ECF subfamily (Score: 84.6%3bE-value: 1.1e-25)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48830,cog_62,3,JNMMHGMF_48830,rare
cds-JNMMHGMF_48840,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,30013,30801,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48840,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48840,cog_54,3,JNMMHGMF_48840,rare
cds-JNMMHGMF_48850,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,30603,31877,-,CDS,,,NA,NA,0,sasA_9,NA,NA,NA,Adaptive-response sensory-kinase SasA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48850,NA,NA,11,regulatory,regulatory (smcogs) SMCOG1003:sensorhistidine kinase (Score: 127%3b E-value: 1.9e-38),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01837",2.7.-.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48850,cog_15,4,JNMMHGMF_48850,rare
cds-JNMMHGMF_48860,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,31887,32561,-,CDS,,,NA,NA,0,regX3_3,NA,NA,NA,Sensory transduction protein regX3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48860,COG:COG0745,NA,11,regulatory,regulatory (smcogs) SMCOG1008:responseregulator (Score: 207.3%3b E-value: 3.7e-63),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WGL9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48860,cog_42,4,JNMMHGMF_48860,rare
cds-JNMMHGMF_48870,Erythreapeptin_6.1.1,NZ_JACHIV010000001.1.region022,32704,33480,+,CDS,,,NA,NA,NA,hisN,NA,NA,NA,Histidinol-phosphatase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JNMMHGMF_48870,COG:COG0483,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1207:inositol monophosphatase (Score: 266.7%3b E-value:4.3e-81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8NS80",3.1.3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-JNMMHGMF_48870,cog_14,4,JNMMHGMF_48870,rare
cds-KHDLNAGE_41490,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,1,483,-,CDS,,,NA,NA,0,cdhC,NA,NA,NA,Caffeine dehydrogenase subunit gamma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41490,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:D7REY5",1.17.5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41490,cog_77,1,KHDLNAGE_41490,rare
cds-KHDLNAGE_41500,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,480,2816,-,CDS,,,NA,NA,0,cdhA,NA,NA,NA,Caffeine dehydrogenase subunit alpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41500,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1293:aldehyde oxidase and xanthine dehydrogenase(Score: 752.9%3b E-value: 6.9e-228),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:D7REY3",1.17.5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41500,cog_78,1,KHDLNAGE_41500,rare
cds-KHDLNAGE_41510,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,2813,3670,-,CDS,,,NA,NA,0,kdhA_1,NA,NA,NA,6-hydroxypseudooxynicotine dehydrogenase complexsubunit alpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41510,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O87681",1.5.99.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41510,cog_79,1,KHDLNAGE_41510,rare
cds-KHDLNAGE_41520,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,4614,6179,+,CDS,,,NA,NA,0,lcfB_7,NA,NA,NA,Long-chain-fatty-acid--CoA ligase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41520,COG:COG0318,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) AMP-binding,biosynthetic-additional (smcogs)SMCOG1002:AMP-dependent synthetase and ligase (Score:423.5%3b E-value: 1.5e-128)","AMP-binding (E-value: 2.8e-105, bitscore:351.0, seeds: 400, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O07610",6.2.1.3,"Domain: AMP-binding (35-412). E-value: 6.8e-103.Score: 336.2. Matches aSDomain:nrpspksdomains_KHDLNAGE_41520_AMP-binding.1,type: NRPS-like protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41520,cog_80,1,KHDLNAGE_41520,rare
cds-KHDLNAGE_41530,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,6161,7468,+,CDS,,,NA,NA,0,gatA_2,NA,NA,NA,Glutamyl-tRNA(Gln) amidotransferase subunit A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41530,COG:COG0154,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1105:amidase (Score: 363.6%3b E-value: 2.7e-110),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O66610",6.3.5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41530,cog_81,1,KHDLNAGE_41530,rare
cds-KHDLNAGE_41540,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,7473,8120,+,CDS,,,NA,NA,0,mcbR,NA,NA,NA,HTH-type transcriptional regulator McbR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41540,COG:COG1802,NA,11,regulatory,regulatory (smcogs) SMCOG1071:GntR familytranscriptional regulator (Score: 165.9%3b E-value: 1.9e-50),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P76114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41540,cog_82,1,KHDLNAGE_41540,rare
cds-KHDLNAGE_41550,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,8463,11216,+,CDS,,,NA,NA,0,ramC_1,NA,NA,NA,putative SapB synthase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41550,COG:COG0515,NA,11,biosynthetic,"biosynthetic (rule-based-clusters)lanthipeptide-class-iv: LANC_like,biosynthetic (rule-based-clusters)lanthipeptide-class-iv: Pkinase,regulatory (smcogs)SMCOG1030:serine/threonine protein kinase (Score: 140.6%3bE-value: 1.1e-42)","LANC_like (E-value: 2.6e-48, bitscore:163.4, seeds: 47, tool: rule-based-clusters),Pkinase (E-value: 1.4e-17, bitscore: 62.7,seeds: 54, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88037",2.7.-.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41550,cog_02,16,KHDLNAGE_41550,cog_02 (16)
cds-KHDLNAGE_41560,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,11213,12967,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41560,NA,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) PF00561,biosynthetic-additional(rule-based-clusters) Peptidase_S9","PF00561 (E-value: 1.2e-06, bitscore: 27.2,seeds: 48, tool: rule-based-clusters),Peptidase_S9 (E-value: 7.8e-23, bitscore:79.8, seeds: 64, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41560,cog_83,1,KHDLNAGE_41560,rare
cds-KHDLNAGE_41570,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,13073,13228,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41570,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41570,cog_84,1,KHDLNAGE_41570,rare
cds-KHDLNAGE_41580,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,13309,15069,+,CDS,,,NA,NA,0,ramA_2,NA,NA,NA,ABC transporter ATP-binding protein RamA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41580,COG:COG1132,NA,11,transport,transport (smcogs) SMCOG1288:ABCtransporter related protein (Score: 288.2%3b E-value:2.1e-87),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41580,cog_01,32,KHDLNAGE_41580,cog_01 (32)
cds-KHDLNAGE_41590,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,15062,16855,+,CDS,,,NA,NA,0,NA,NA,NA,NA,putative ABC transporter ATP-binding protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41590,COG:COG1132,NA,11,transport,transport (smcogs) SMCOG1288:ABCtransporter related protein (Score: 176.9%3b E-value:1.1e-53),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9WYC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41590,cog_01,32,KHDLNAGE_41590,cog_01 (32)
cds-KHDLNAGE_41600,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,16686,17582,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41600,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41600,cog_85,1,KHDLNAGE_41600,rare
cds-KHDLNAGE_41610,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,17601,17861,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41610,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41610,cog_86,1,KHDLNAGE_41610,rare
cds-KHDLNAGE_41620,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,18124,19137,-,CDS,,,NA,NA,0,phzM,NA,NA,NA,Phenazine-1-carboxylate N-methyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41620,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1042:O-methyltransferase (Score: 318%3b E-value:1.3e-96),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9HWH2",2.1.1.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41620,cog_06,5,KHDLNAGE_41620,medium
cds-KHDLNAGE_41630,Erythreapeptin_6.1.1,NZ_CP069353.1.region023,19250,20047,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_41630,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,"Domain: Aminotran_4 (46-248). E-value: 9.3e-24.Score: 76.3. Matches aSDomain:nrpspksdomains_KHDLNAGE_41630_Aminotran_4.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_41630,cog_87,1,KHDLNAGE_41630,rare
cds-KHDLNAGE_43490,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,205,741,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43490,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43490,cog_26,4,KHDLNAGE_43490,rare
cds-KHDLNAGE_43500,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,997,2082,+,CDS,,,NA,NA,0,yhhT,NA,NA,NA,Putative transport protein YhhT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43500,COG:COG0628,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0AGM0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43500,cog_27,4,KHDLNAGE_43500,rare
cds-KHDLNAGE_43510,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,2090,2791,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43510,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43510,cog_28,4,KHDLNAGE_43510,rare
cds-KHDLNAGE_43520,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,2918,3553,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43520,NA,NA,11,other,other (smcogs) SMCOG1188:hypotheticalprotein (Score: 63.4%3b E-value: 2.6e-19),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43520,cog_29,4,KHDLNAGE_43520,rare
cds-KHDLNAGE_43530,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,3564,4562,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43530,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43530,cog_30,4,KHDLNAGE_43530,rare
cds-KHDLNAGE_43540,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,4834,6174,+,CDS,,,NA,NA,0,frc_3,NA,NA,NA,Formyl-CoA:oxalate CoA-transferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43540,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1189:L-carnitine dehydratase/bile acid-inducible(Score: 167.2%3b E-value: 8.4e-51),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00742",2.8.3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43540,cog_08,5,KHDLNAGE_43540,medium
cds-KHDLNAGE_43550,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,6454,7464,+,CDS,,,NA,NA,0,ghrB,NA,NA,NA,Glyoxylate/hydroxypyruvate reductase B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43550,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1072:dehydrogenase (Score: 263.6%3b E-value: 2.9e-80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01667",1.1.1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43550,cog_09,5,KHDLNAGE_43550,medium
cds-KHDLNAGE_43560,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,7461,8498,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43560,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43560,cog_10,5,KHDLNAGE_43560,medium
cds-KHDLNAGE_43570,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,9129,9362,-,CDS,,,NA,NA,0,yjbR,NA,NA,NA,putative protein YjbR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43570,COG:COG2315,NA,11,other,other (smcogs) SMCOG1198:hypotheticalprotein (Score: 79.3%3b E-value: 4.1e-24),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0AF50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43570,cog_31,4,KHDLNAGE_43570,rare
cds-KHDLNAGE_43580,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,10001,12535,+,CDS,,,NA,NA,0,ramC_2,NA,NA,NA,putative SapB synthase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43580,COG:COG0515,NA,11,biosynthetic,"biosynthetic (rule-based-clusters)lanthipeptide-class-iii: micKC,biosynthetic-additional(rule-based-clusters) Pkinase,biosynthetic-additional(rule-based-clusters) APH,regulatory (smcogs)SMCOG1030:serine/threonine protein kinase (Score: 84.9%3bE-value: 1.1e-25)","Pkinase (E-value: 2.9e-11, bitscore: 42.0,seeds: 54, tool: rule-based-clusters),micKC (E-value: 0.0, bitscore: 1083.2,seeds: 18, tool: rule-based-clusters),APH (E-value: 9.8e-07, bitscore: 27.7,seeds: 156, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88037",2.7.-.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43580,cog_02,16,KHDLNAGE_43580,cog_02 (16)
cds-KHDLNAGE_43590,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,12603,12743,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43590,NA,NA,11,biosynthetic-additional,biosynthetic-additional (lanthipeptides)predicted lanthipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43590,cog_03,15,KHDLNAGE_43590,cog_03 (15)
cds-KHDLNAGE_43600,Erythreapeptin_6.1.1,NZ_CP069353.1.region025,12839,14497,+,CDS,,,NA,NA,0,ramA_3,NA,NA,NA,ABC transporter ATP-binding protein RamA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KHDLNAGE_43600,COG:COG1132,NA,11,transport,transport (smcogs) SMCOG1288:ABCtransporter related protein (Score: 304.2%3b E-value: 3e-92),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-KHDLNAGE_43600,cog_01,32,KHDLNAGE_43600,cog_01 (32)
